"site","service","id","is_active","type","desc","category","security_app","info0","info1","attr0","attr1","attr2","attr3","attr4","attr5","attr6","attr7","attr8","attr9","attr10","attr11","attr12","attr13","attr14","attr15","attr16","attr17","attr18","attr19","attr20","attr21","attr22","attr23","attr24","attr25","attr26","attr27","attr28","attr29","attr30","attr31","attr32","attr33","attr34","attr35","attr36","attr37","attr38","attr39","comment","table0","table1","table2","table3","table4","table5","table6","table7","table8","table9","table10","table11","table12","table13","table14","table15","table16","table17","table18","table19","table20","table21","table22","table23","table24","table25","table26","table27","table28","table29","table30","table31","table32","table33","table34","table35","table36","table37","table38","table39","table40","table41","table42","table43","table44","table45","table46","table47","table48","table49","table50","table51","table52","table53","table54","table55","table56","table57","table58","table59","yes_no0","yes_no1","yes_no2","yes_no3","yes_no4","yes_no5","yes_no6","yes_no7","yes_no8","yes_no9","yes_no10","yes_no11","yes_no12","yes_no13","yes_no14","yes_no15","yes_no16","yes_no17","yes_no18","yes_no19"
TEXAS,UIS,UNIV40_1409PL,N,REMDEV,Univ 40 1409 Plunger,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1409_PL,N,TOWSCADA,Univ 40 1409 Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,9INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412,Y,REMDEV,Univ 40 Sec 14 South 1412H,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412GL,N,REMDEV,Univ 40 1412 GL,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL (84),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412H,Y,TOWSCADA,Univ 40 1412H,DDSFAC,,50486052,Poll,71711,,UNIV40_FAC6,,,,,,,,,,,,,,,,,,,,,,,,,,GasMeter;Pressure,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,WH,GAS,,,71711,,UNIV40S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412H_GL,N,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412H_OIL,Y,TOWSCADA,Univ 40 1412H Oil Meter,DDSFAC,,,Poll,71711,,UNIV40_FAC6,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_1412H,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,,OIL,,,71711,,UNIV40S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412H_WTR,Y,TOWSCADA,Univ 40 1412H Water Meter,DDSFAC,,,Poll,71711,,UNIV40_FAC6,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_1412H,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,,WTR,,,71711,,UNIV40S14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412PL,N,REMDEV,Univ 40 1412 Plunger,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412_GL,N,TOWSCADA,Univ 40 1412 Gas Lift Meter,DDSFAC,,20180928,Poll,,,UNIV40_FAC6,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_1412_GL,InjGasMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,GL (84),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1412_PL,N,TOWSCADA,Univ 40 1412 Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,NOPLUNGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_1413_GL,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14S_AIR,Y,TOWSCADA,Univ 40-14 South Air Compressor,DDSFAC,,50481010,Poll,,,UNIV40_FAC6,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,AirComp,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,AIRCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14S_BMS1,Y,TOWSCADA,Univ 40-14 South BMS,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,BMS,GAS,,,,,,,,,,,,,,,,,,GRDEMBMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14S_FLR1,Y,TOWSCADA,Univ 40-14 South Flare,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71707,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,GRDEMFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1001,Y,REMDEV,Univ 40 Sec 14 #1001 WC,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1001WC,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1001WC_PL,Y,TOWSCADA,Univ 40 14 1001 WC Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,9INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1001_OIL,Y,TOWSCADA,Univ 40 14&11 1001 Oil Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1001_OIL,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1001_WTR,Y,TOWSCADA,Univ 40 14&11 1001 Water Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1001_WTR,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,WTR,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1100WC_PL,Y,REMDEV,Univ 40 Sec 14 1104 1105 WC PL,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1104,Y,REMDEV,Univ 40 Sec 14 #1104 WC,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1104WC,Y,TOWSCADA,Univ 40 14 1104WC Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,4SLOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1104_OIL,Y,TOWSCADA,Univ 40 14&11 1104 Oil Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1104_OIL,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1104_WTR,Y,TOWSCADA,Univ 40 14&11 1104 Water Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1104_WTR,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,WTR,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1105,Y,REMDEV,Univ 40 Sec 14 #1105 WB,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1105WC_PL,Y,TOWSCADA,Univ 40 14 1105 WC Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,3SLOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1105_OIL,Y,TOWSCADA,Univ 40 14&11 1105 Oil Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1105_OIL,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1105_WTR,Y,TOWSCADA,Univ 40 14&11 1105 Water Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1105_WTR,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,WTR,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1112,Y,REMDEV,Univ 40 Sec 14 #1112 WB,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1112WC_PL,Y,TOWSCADA,Univ 40 14 1112 WB Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,3SLOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1112_OIL,Y,TOWSCADA,Univ 40 14&11 1112 Oil Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1112_OIL,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1112_WTR,Y,TOWSCADA,Univ 40 14&11 1112 Water Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_1112_WTR,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,WTR,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1405GL,Y,REMDEV,Univ 40 14 & 11 1405H GL,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_1405_GL,Y,TOWSCADA,Univ 40 14&11 1405H GL Meter,DDSFAC,,,Poll,,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,,InjGasMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,GL (84),GAS,,,43983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_2201WC_PL,Y,TOWSCADA,Univ 40 14 2201 WC Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,9INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_2312WC_PL,Y,TOWSCADA,Univ 40 14 2312 WC Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNW1,,,,,,,,,,,,,,12INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_AIR,Y,TOWSCADA,Univ 40 14&11 Air Compressor,DDSFAC,,50481010,Poll,,,UNIV40_14_FAC,,,,,50481010,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,AirComp,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,AIRCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_BLK,Y,TOWSCADA,Univ 40 14&11 Facility Bulk Mtr,DDSFAC,,50486078,Poll,,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,,TestMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,BT,GAS,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_BLK_OIL,Y,TOWSCADA,Univ 40 14&11 Bulk Oil Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_BLK,OilMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_BLK_WTR,Y,TOWSCADA,Univ 40 14&11 Bulk Water Meter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_BLK,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,,WTR,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_BMS1,Y,TOWSCADA,Univ 40 14&11 CTB Flare BMS,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,BMS,GAS,,,,,,,,,,,,,,,,,,GRDEMBMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_BULK1,Y,REMDEV,Univ 40 Sec 14&11 Bulk Meter,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_CHK,Y,REMDEV,Univ 40 Sec 14&11 Check Meter,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_CHK1,Y,TOWSCADA,Univ 40 14&11 Facility Check,DDSFAC,,50481010,Poll,71112,,UNIV40_14_FAC,,,,,50481010,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,FacilityCheck,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,CK,GAS,,,,,UNIV40_14S,BARNHART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_CK1,Y,GENFAC,Univ 40 14&11 Check Device,GENFAC,,,,,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FAC,Y,REMDEV,Univ 40 Sec 14 Facility,REMDEV,,50481010,,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,FAC,71112,,,,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FAC_FL1,Y,REMDEV,Univ 40 Sec 14/11Flare Device,REMDEV,,50487029,,71112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FAC_FLR1,Y,TOWSCADA,Univ 40 14&11 Flare Meter,DDSFAC,,50487029,,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,FlareMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FAC_PL,Y,REMDEV,Univ 40 Sec 14 PL Facility,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FAC_VRU1,Y,TOWSCADA,Univ 40 14&11 VRUMeter,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,VRU,,,,,,,,,,,,,,,UNIV40_14_FAC,VRUMeter,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,VRU,GAS,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_FLR1,Y,TOWSCADA,Univ 40 14&11 CTB Flare,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,GRDEMFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_OT1,Y,TOWSCADA,University 40 14&11 Oil Tank 1,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,OilTank1,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,TANK,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_OT2,Y,TOWSCADA,University 40 14&11 Oil Tank 2,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,OilTank2,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,TANK,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_OT3,Y,TOWSCADA,University 40 14&11 Oil Tank 3,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,OilTank3,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,TANK,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_OT4,Y,TOWSCADA,University 40 14&11 Oil Tank 4,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,OilTank4,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,TANK,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV40_14_OT5,Y,TOWSCADA,University 40 14&11 Oil Tank 5,DDSFAC,,,Poll,71112,,UNIV40_14_FAC,,,,,,,,,,,,,,,,,,,,,,,,,UNIV40_14_FAC,OilTank5,,,,,,,,,,,,,TX,BARNHART,BARNW1,,71112,TANK,,OIL,,,,,UNIV40_14S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
