"site","service","id","is_active","type","desc","category","security_app","info0","info1","attr0","attr1","attr2","attr3","attr4","attr5","attr6","attr7","attr8","attr9","attr10","attr11","attr12","attr13","attr14","attr15","attr16","attr17","attr18","attr19","attr20","attr21","attr22","attr23","attr24","attr25","attr26","attr27","attr28","attr29","attr30","attr31","attr32","attr33","attr34","attr35","attr36","attr37","attr38","attr39","comment","table0","table1","table2","table3","table4","table5","table6","table7","table8","table9","table10","table11","table12","table13","table14","table15","table16","table17","table18","table19","table20","table21","table22","table23","table24","table25","table26","table27","table28","table29","table30","table31","table32","table33","table34","table35","table36","table37","table38","table39","table40","table41","table42","table43","table44","table45","table46","table47","table48","table49","table50","table51","table52","table53","table54","table55","table56","table57","table58","table59","yes_no0","yes_no1","yes_no2","yes_no3","yes_no4","yes_no5","yes_no6","yes_no7","yes_no8","yes_no9","yes_no10","yes_no11","yes_no12","yes_no13","yes_no14","yes_no15","yes_no16","yes_no17","yes_no18","yes_no19"
TEXAS,UIS,LINTHICUMM_2H,Y,TOWSCADA,Linthicum M N 2H,GENFAC,,10481020,Poll,71396,,LINTHICUMMN_FAC1,LINTHICUM M # 2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,,71154,METER,,GAS,,,71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_3H,Y,TOWSCADA,Linthicum M N 3H,GENFAC,,10481021,Poll,71396,,LINTHICUMMN_FAC1,LINTHICUM M # 3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,,71154,METER,,GAS,,,71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_4H,Y,TOWSCADA,Linthicum M N 4H,GENFAC,,10481022,Poll,71396,,LINTHICUMMN_FAC1,LINTHICUM M # 4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,,71154,METER,,GAS,,,71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_8GL,Y,,LINTHICUMM_8GL,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_8H_GL,Y,,,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_FAC1,Y,REMDEV,Linthicum M South Facility,REMDEV,,50481016,,43970,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,FAC,43970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_FAC1_FL1,Y,GENFAC,Linthicum M South Flare,GENFAC,,,,,,,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_FAC1_FL12,Y,GENFAC,Linthicum M South Flare,GENFAC,,,,,,,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_FAC1_FLR1,Y,TOWSCADA,Linthicum M South Flare Meter,DDSFAC,,50487009,Poll,43970,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMM_FAC1,FlareMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,METER,FL (87),GAS,,,,,LINTHICUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_OT1,Y,TOWSCADA,Linthicum M South Oil Tank 1,DDSFAC,,,,43970,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMMN_1H,OilTank1,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,TANK,,OIL,,,43970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_OT2,Y,TOWSCADA,Linthicum M South Oil Tank 2,DDSFAC,,,,43970,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMMN_1H,OilTank2,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,TANK,,OIL,,,43970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND,Y,REMDEV,Linthicum M Frac Pond,REMDEV,,,,,,,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_1,Y,TOWSCADA,Linthicum M #1,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 1H,,,,,,,,,,,,,,,,,,,,,,N31*06.364',W101*02.556',,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_10,Y,TOWSCADA,Linthicum M #10,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*07.248,W101*01.397,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_11,Y,TOWSCADA,Linthicum M #11,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.424,W101*02.290,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_12,Y,TOWSCADA,Linthicum M #12,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.394,W101*02.125,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_13,Y,TOWSCADA,Linthicum M #13,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.399,W101*02.022,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_14,Y,TOWSCADA,Linthicum M #14,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.491,W101*01.951,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_15,Y,TOWSCADA,Linthicum M #15,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.664,W101*01.948,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_16,Y,TOWSCADA,Linthicum M #16,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.782,W101*01.798,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_17,Y,TOWSCADA,Linthicum M #17,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.771,W101*01.598,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_18,Y,TOWSCADA,Linthicum M #18,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*06.766,W101*01.269,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_2,Y,TOWSCADA,Linthicum M #2,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 2H,,,,,,,,,,,,,,,,,,,,,,N31*06.104',W101*02.520',,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_4,Y,TOWSCADA,Linthicum M #4,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 4H,,,,,,,,,,,,,,,,,,,,,,N31*09.010',W101*01.590,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_5,Y,TOWSCADA,Linthicum M #5,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 5H,,,,,,,,,,,,,,,,,,,,,,N31*07.253',W101 02.338',,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_6,Y,TOWSCADA,Linthicum M #6,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 6H,,,,,,,,,,,,,,,,,,,,,,N31*07.267',W101*02.289',,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_7,Y,TOWSCADA,Linthicum M #7,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 7H,,,,,,,,,,,,,,,,,,,,,,N31*07.259,W101*01.983,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_8,Y,TOWSCADA,Linthicum M #8,DDSFAC,,,POLL,,,LINTHICUMM_POND,LINTHICUM M # 8H,,,,,,,,,,,,,,,,,,,,,,N31*07.306,W101*01.587,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_POND_9,Y,TOWSCADA,Linthicum M #9,DDSFAC,,,POLL,,,LINTHICUMM_POND,Missing,,,,,,,,,,,,,,,,,,,,,,N31*07.294,W101*01.765,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE3,,,METER,PND,WTR,,,,,,,LINM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_PT_RD,Y,REMDEV,Linthicum M Booster Pump,REMDEV,,,,,,LINTHICUMM_PT_RD,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,PIPELINE,LINTHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_WT1,Y,TOWSCADA,Linthicum M South Water Tank 1,DDSFAC,,,,43970,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMMN_1H,WaterTank1,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,TANK,,WTR,,,43970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_WT2,Y,TOWSCADA,Linthicum M South Water Tank 2,DDSFAC,,,,43970,,LINTHICUMM_FAC1,Missing,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMMN_1H,WaterTank2,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,TANK,,WTR,,,43970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUMM_WX1,Y,TOWSCADA,Linthicum M S Water Transfer 1,DDSFAC,,,POLL,,,LINTHICUMM_FAC1,LINTHICUM M SEC 03 SOUTH CTB,,,,,,,,,,,,,,,,,,,,,,,,LINTHICUMM_FAC1,WaterTransfer,,,,,,,,,,,,,TX,BARNHART,BARNE3,,43970,METER,WTRX,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUM_M_5GL,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUM_M_8GL,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,LINTHICUM_M_PT,Y,PIPELINE,Linthicum M Booster Pump,DDSFAC,,,Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE3,PIPELINE,,,,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45BULL_1AL,Y,,MAYER45BULL_1AL,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45BULL_1H,Y,,MAYER45BULL_1H,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45W_VRU_RD,Y,REMDEV,Mayer Sec 45 Wilson VRU 2,REMDEV,,,,,,MAYER45W_VRU_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,VRU,,,VRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_03_PL,Y,TOWSCADA,Mayer 4503 Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3804WC,Y,TOWSCADA,Mayer 45 3804 WC,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3804WC_KO,Y,TOWSCADA,Mayer 3804 WC KO Water Meter,DDSFAC,,,POLL,43688,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3804_PL,Y,TOWSCADA,Mayer 45 3804 Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNE2,,,,,,,,,,,,,,9INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3806WC,Y,TOWSCADA,Mayer 45 3806 WC,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3806WCGL,N,REMDEV,Mayer 3806 WC GL,REMDEV,,10484035,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,DEV,73061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3806WC_GL,N,TOWSCADA,Mayer 45 3806 WC Gas Lift,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,InjGasMeter,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,GL (84),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3806WC_KO,Y,TOWSCADA,Mayer 3806 WC KO Water Meter,DDSFAC,,,POLL,43688,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,WaterMeter,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3806_PL,Y,TOWSCADA,Mayer 45 3806 Plunger,DDSFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARNE2,,,,,,,,,,,,,,9INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3810WC,Y,TOWSCADA,Mayer 45 3810 WC,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,WH,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3810WC_GL,N,TOWSCADA,Mayer 45 3810 WC Gas Lift,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,InjGasMeter,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,GL (84),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3810WC_OIL,Y,TOWSCADA,Mayer 45 3810 WC Oil,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3810WC_WTR,Y,TOWSCADA,Mayer 45 3810 WC Water,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3812GL,N,REMDEV,Mayer 45 3812 GL,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3812WC,Y,TOWSCADA,Mayer 45 3812 WC,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,WH,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3812WC_GL,N,TOWSCADA,Mayer 45 3812 WC Gas Lift,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,InjGasMeter,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,GL (84),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,MAYER45_3812WC_OIL,Y,TOWSCADA,Mayer 45 3812 WC Oil,DDSFAC,,,,,,MAYER45_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,BARNHART,BARNE2,,73061,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
